бараа_дугаар,ангилал,бүлэг,брэнд,одоогийн_үнэ,суурь_үнэ,өртөг,санал_болгох_үнэ,өөрчлөлтийн_дүн,өөрчлөлтийн_хувь,үйлдэл,яаралтай,ашгийн_хувь,ашгийн_ангилал,эрэлтийн_түвшин,сарын_дундаж_тоо,нийт_тоо,идэвхтэй_сар,шалтгаан
Item_1286,Category_75,Group_18,Brand_64,9602,9990,5125,8450,-1152,-12.0,Үнэ бууруулах,Дунд,46.2,Сайн ашиг,Дунд,2.0,14,7,171 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1287,Category_75,Group_18,Brand_64,23094,23257,10736,20320,-2773,-12.0,Үнэ бууруулах,Дунд,53.5,Сайн ашиг,Дунд,2.0,14,7,160 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1288,Category_75,Group_18,Brand_64,13128,13282,5281,11550,-1578,-12.0,Үнэ бууруулах,Дунд,59.6,Сайн ашиг,Дунд,2.4,26,11,204 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1289,Category_75,Group_18,Brand_64,20662,21071,10271,18180,-2481,-12.0,Үнэ бууруулах,Дунд,50.5,Сайн ашиг,Дунд,8.2,98,12,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_129,Category_22,Group_10,Brand_3,16585,23657,9195,14930,-1654,-10.0,Үнэ бууруулах,Дунд,44.6,Сайн ашиг,Бага,1.2,6,5,"Эрэлт бага (1.2 ш/сар), 29.9% хөнгөлөлттэй ч зарагдахгүй | Үнийг бууруулж борлуулалтыг нэмэгдүүлэх"
Item_1290,Category_66,Group_10,Brand_16,39363,39990,21183,40790,1426,3.6,Үнэ нэмэх,Дунд,46.3,Сайн ашиг,Өндөр,107.5,1397,13,"Эрэлт маш өндөр (108 ш/сар), ашиг сайн (46.3%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_1291,Category_66,Group_10,Brand_16,39621,39990,20830,34870,-4750,-12.0,Үнэ бууруулах,Дунд,47.4,Сайн ашиг,Өндөр,24.2,314,13,140 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1292,Category_66,Group_10,Brand_16,39390,39990,22738,36630,-2760,-7.0,Үнэ бууруулах,Дунд,42.3,Сайн ашиг,Бага,1.0,2,2,"Эрэлт бага (1.0 ш/сар), ашиг бууруулахыг зөвшөөрнө (42.3%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_1295,Category_61,Group_13,Brand_53,42990,42990,17196,39980,-3010,-7.0,Үнэ бууруулах,Дунд,90.9,Сайн ашиг,Бага,1.0,3,3,"Эрэлт бага (1.0 ш/сар), ашиг бууруулахыг зөвшөөрнө (90.9%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_1296,Category_35,Group_10,Brand_30,16480,16990,8857,15330,-1150,-7.0,Үнэ бууруулах,Дунд,46.2,Сайн ашиг,Бага,1.0,5,5,"Эрэлт бага (1.0 ш/сар), ашиг бууруулахыг зөвшөөрнө (46.2%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_1297,Category_35,Group_10,Brand_30,15852,16990,8800,13950,-1901,-12.0,Үнэ бууруулах,Дунд,44.5,Сайн ашиг,Бага,1.0,5,5,213 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1298,Category_35,Group_10,Brand_29,27368,27990,13417,28550,1182,4.3,Үнэ нэмэх,Дунд,51.3,Сайн ашиг,Өндөр,50.2,652,13,"Эрэлт маш өндөр (50 ш/сар), ашиг сайн (51.3%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_1299,Category_83,Group_12,Brand_52,21990,21990,10691,20450,-1540,-7.0,Үнэ бууруулах,Дунд,51.4,Сайн ашиг,Бага,1.0,1,1,"Эрэлт бага (1.0 ш/сар), ашиг бууруулахыг зөвшөөрнө (51.4%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_13,Category_6,Group_2,Brand_6,23716,24990,11378,20870,-2845,-12.0,Үнэ бууруулах,Дунд,52.0,Сайн ашиг,Дунд,2.0,10,5,357 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_130,Category_22,Group_10,Brand_3,20883,22990,9255,18380,-2502,-12.0,Үнэ бууруулах,Дунд,55.7,Сайн ашиг,Бага,1.5,6,4,290 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1300,Category_83,Group_12,Brand_52,11691,12990,5212,10290,-1401,-12.0,Үнэ бууруулах,Дунд,55.4,Сайн ашиг,Бага,1.0,2,2,342 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1301,Category_83,Group_12,Brand_52,24365,24990,14500,22660,-1705,-7.0,Үнэ бууруулах,Дунд,43.9,Сайн ашиг,Бага,1.3,4,3,"Эрэлт бага (1.3 ш/сар), ашиг бууруулахыг зөвшөөрнө (43.9%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_1302,Category_32,Group_16,Brand_4,7192,7303,2876,6330,-862,-12.0,Үнэ бууруулах,Дунд,75.4,Сайн ашиг,Өндөр,42.8,557,13,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1303,Category_35,Group_10,Brand_30,16604,16985,8385,17320,715,4.3,Үнэ нэмэх,Дунд,49.6,Сайн ашиг,Өндөр,80.7,1049,13,"Эрэлт маш өндөр (81 ш/сар), ашиг сайн (49.6%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_1304,Category_81,Group_16,Brand_4,12220,12379,5446,10750,-1469,-12.0,Үнэ бууруулах,Дунд,55.6,Сайн ашиг,Дунд,7.5,97,13,138 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1305,Category_81,Group_16,Brand_4,12437,12509,5495,10940,-1497,-12.0,Үнэ бууруулах,Дунд,55.8,Сайн ашиг,Дунд,6.7,80,12,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1306,Category_24,Group_18,Brand_51,69900,69900,53199,61510,-8390,-12.0,Үнэ бууруулах,Дунд,23.9,Дунд ашиг,Бага,1.0,1,1,172 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1307,Category_43,Group_13,Brand_45,32990,32990,13196,30680,-2310,-7.0,Үнэ бууруулах,Дунд,90.9,Сайн ашиг,Бага,1.0,2,2,"Эрэлт бага (1.0 ш/сар), ашиг бууруулахыг зөвшөөрнө (90.9%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_1308,Category_43,Group_6,Brand_45,18040,18990,7216,15880,-2160,-12.0,Үнэ бууруулах,Дунд,90.9,Сайн ашиг,Бага,1.0,2,2,394 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1309,Category_33,Group_20,Brand_27,28998,30957,13110,25520,-3477,-12.0,Үнэ бууруулах,Дунд,55.0,Сайн ашиг,Өндөр,47.8,621,13,140 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_131,Category_22,Group_10,Brand_16,28748,38990,23080,25300,-3447,-12.0,Үнэ бууруулах,Дунд,20.2,Дунд ашиг,Дунд,2.0,14,7,220 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1310,Category_20,Group_9,Brand_105,78158,79990,41523,81590,3431,4.4,Үнэ нэмэх,Дунд,47.0,Сайн ашиг,Өндөр,77.2,1004,13,"Эрэлт маш өндөр (77 ш/сар), ашиг сайн (47.0%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_1311,Category_21,Group_9,Brand_27,29844,49990,25756,29840,0,0.0,Өөрчлөхгүй,Бага зэрэг,14.7,Бага ашиг,Дунд,22.5,293,13,"Одоогийн үнэ тохиромжтой: 14.7% ашиг, дунд эрэлт"
Item_1315,Category_11,Group_3,Brand_20,13026,16990,8633,11720,-1305,-10.0,Үнэ бууруулах,Дунд,33.7,Дунд ашиг,Бага,1.0,3,3,"Эрэлт бага (1.0 ш/сар), 23.3% хөнгөлөлттэй ч зарагдахгүй | Үнийг бууруулж борлуулалтыг нэмэгдүүлэх"
Item_1316,Category_28,Group_5,Brand_23,28738,29990,13996,30170,1432,5.0,Үнэ нэмэх,Дунд,51.4,Сайн ашиг,Өндөр,50.3,654,13,"Эрэлт маш өндөр (50 ш/сар), ашиг сайн (51.4%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_1317,Category_33,Group_20,Brand_23,22385,22975,9206,23430,1044,4.7,Үнэ нэмэх,Дунд,59.0,Сайн ашиг,Өндөр,77.7,1010,13,"Эрэлт маш өндөр (78 ш/сар), ашиг сайн (59.0%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_1318,Category_6,Group_2,Brand_11,8405,11990,4164,7400,-1004,-12.0,Үнэ бууруулах,Дунд,50.7,Сайн ашиг,Дунд,10.0,110,11,139 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1319,Category_2,Group_2,Brand_61,28649,33990,16064,25210,-3438,-12.0,Үнэ бууруулах,Дунд,44.0,Сайн ашиг,Дунд,5.8,69,12,170 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_132,Category_22,Group_10,Brand_16,17894,36990,21323,24520,6626,37.0,Үнэ нэмэх,Яаралтай,-19.2,Алдагдалтай,Дунд,2.0,4,2,"Алдагдалтай зарагдаж байна (-19.2%) | Өртөгт суурилсан доод үнэ: 24,521₮"
Item_1320,Category_18,Group_9,Brand_27,19716,36990,18390,19720,0,0.0,Өөрчлөхгүй,Бага зэрэг,6.8,Бага ашиг,Дунд,4.6,55,12,"Одоогийн үнэ тохиромжтой: 6.8% ашиг, дунд эрэлт"
Item_1321,Category_20,Group_9,Brand_27,20494,36990,16775,20490,0,0.0,Өөрчлөхгүй,Бага зэрэг,17.7,Бага ашиг,Дунд,9.1,91,10,"Одоогийн үнэ тохиромжтой: 17.7% ашиг, дунд эрэлт"
Item_1322,Category_19,Group_9,Brand_27,18142,36990,18265,21770,3628,20.0,Үнэ нэмэх,Яаралтай,-0.7,Алдагдалтай,Дунд,6.7,60,9,"Алдагдалтай зарагдаж байна (-0.7%) | Өртөгт суурилсан доод үнэ: 21,005₮"
Item_1323,Category_99,Group_4,Brand_66,11580,11990,5931,12160,579,5.0,Үнэ нэмэх,Дунд,49.0,Сайн ашиг,Өндөр,141.8,1844,13,"Эрэлт маш өндөр (142 ш/сар), ашиг сайн (49.0%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_1324,Category_99,Group_4,Brand_66,11629,11988,6105,12210,580,5.0,Үнэ нэмэх,Дунд,47.9,Сайн ашиг,Өндөр,138.7,1803,13,"Эрэлт маш өндөр (139 ш/сар), ашиг сайн (47.9%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_1325,Category_99,Group_4,Brand_66,11603,11987,6266,12180,576,5.0,Үнэ нэмэх,Дунд,46.4,Сайн ашиг,Өндөр,91.2,1186,13,"Эрэлт маш өндөр (91 ш/сар), ашиг сайн (46.4%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_133,Category_23,Group_10,Brand_16,29324,29990,19216,27270,-2053,-7.0,Үнэ бууруулах,Дунд,34.5,Дунд ашиг,Бага,1.8,9,5,"Эрэлт бага (1.8 ш/сар), ашиг бууруулахыг зөвшөөрнө (34.5%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_1330,Category_49,Group_2,Brand_107,44990,44990,35361,41840,-3150,-7.0,Үнэ бууруулах,Дунд,30.6,Дунд ашиг,Бага,1.0,1,1,"Эрэлт бага (1.0 ш/сар), ашиг бууруулахыг зөвшөөрнө (30.6%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_1331,Category_17,Group_10,Brand_3,23614,25073,9445,24790,1175,5.0,Үнэ нэмэх,Дунд,61.4,Сайн ашиг,Өндөр,69.5,903,13,"Эрэлт маш өндөр (70 ш/сар), ашиг сайн (61.4%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_1332,Category_22,Group_10,Brand_3,23582,24295,9432,20750,-2831,-12.0,Үнэ бууруулах,Дунд,60.3,Сайн ашиг,Дунд,6.3,82,13,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1333,Category_22,Group_10,Brand_3,22775,23558,9400,20040,-2734,-12.0,Үнэ бууруулах,Дунд,58.7,Сайн ашиг,Дунд,5.7,74,13,138 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1334,Category_14,Group_10,Brand_3,22232,22990,9971,19560,-2671,-12.0,Үнэ бууруулах,Дунд,55.1,Сайн ашиг,Өндөр,33.5,436,13,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1335,Category_14,Group_10,Brand_3,21948,22990,10302,19310,-2638,-12.0,Үнэ бууруулах,Дунд,53.2,Сайн ашиг,Дунд,6.7,87,13,148 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1336,Category_35,Group_10,Brand_3,23669,24990,9520,20830,-2839,-12.0,Үнэ бууруулах,Дунд,59.8,Сайн ашиг,Дунд,13.7,178,13,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_1337,Category_35,Group_10,Brand_3,23384,24966,9563,24550,1165,5.0,Үнэ нэмэх,Дунд,59.2,Сайн ашиг,Өндөр,51.5,670,13,"Эрэлт маш өндөр (52 ш/сар), ашиг сайн (59.2%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_1338,Category_19,Group_9,Brand_3,24570,25699,9828,25800,1229,5.0,Үнэ нэмэх,Дунд,60.9,Сайн ашиг,Өндөр,53.3,693,13,"Эрэлт маш өндөр (53 ш/сар), ашиг сайн (60.9%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_1339,Category_26,Group_9,Brand_3,24498,25556,9799,25720,1222,5.0,Үнэ нэмэх,Дунд,61.0,Сайн ашиг,Өндөр,117.1,1522,13,"Эрэлт маш өндөр (117 ш/сар), ашиг сайн (61.0%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_134,Category_23,Group_10,Brand_16,29990,29990,19654,27890,-2100,-7.0,Үнэ бууруулах,Дунд,34.5,Дунд ашиг,Бага,1.0,2,2,"Эрэлт бага (1.0 ш/сар), ашиг бууруулахыг зөвшөөрнө (34.5%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_1340,Category_28,Group_5,Brand_11,44590,45990,25759,39240,-5350,-12.0,Үнэ бууруулах,Дунд,42.3,Сайн ашиг,Өндөр,35.5,461,13,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
